	Control_cell_T0-1	Control_cell_T0-2	Control_cell_T0-3	Control_cell_T1h-1	Control_cell_T1h-2	Control_cell_T1h-3	Control_cell_T2h-1	Control_cell_T2h-2	Control_cell_T2h-3	Control_cell_T4h-1	Control_cell_T4h-2	Control_cell_T4h-3	Control_cell_T6h-1	Control_cell_T6h-2	Control_cell_T6h-3	Control_cell_T24h-1	Control_cell_T24h-2	Control_cell_T24h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3	Control_med_T0-1	Control_med_T0-2	Control_med_T0-3	Control_med_T1h-1	Control_med_T1h-2	Control_med_T1h-3	Control_med_T2h-1	Control_med_T2h-2	Control_med_T2h-3	Control_med_T4h-1	Control_med_T4h-2	Control_med_T4h-3	Control_med_T6h-1	Control_med_T6h-2	Control_med_T6h-3	Control_med_T24h-1	Control_med_T24h-2	Control_med_T24h-3	L-Cycloserine_med_T0-1	L-Cycloserine_med_T0-2	L-Cycloserine_med_T0-3	L-Cycloserine_med_T1h-1	L-Cycloserine_med_T1h-2	L-Cycloserine_med_T1h-3	L-Cycloserine_med_T2h-1	L-Cycloserine_med_T2h-2	L-Cycloserine_med_T2h-3	L-Cycloserine_med_T4h-1	L-Cycloserine_med_T4h-2	L-Cycloserine_med_T4h-3	L-Cycloserine_med_T6h-1	L-Cycloserine_med_T6h-2	L-Cycloserine_med_T6h-3	L-Cycloserine_med_T24h-1	L-Cycloserine_med_T24h-2	L-Cycloserine_med_T24h-3
L-Glutamine	35321718.1	27138746.6	33067677.3	33643647.3	25959209.47	28543226.3	20948348.0	25326144.5	26284928.8	27150561.4	29995661.0	26375823.0	29243476.9	27273876.9	28986072.5	48195163.0	43772880.0	37639277.0	29165966.3	26223138.5	23446972.9	21107986.8	25382495.21	23580932.04	19696461.95	21128823.3	20422409.1	20236056.1	18655431.5	23642903.2	24834988.2	25359307.1	24549224.9	30676135.0	38793173.0	36711142.0	8510731.2	7541143.5	6837315.8	6327399.1	6450111.3	6703757.0	6229997.19	6429031.7	7089832.0	6304547.71	7208054.21	7253861.39	6467278.75	6863916.56	6940795.29	10606729.5	10179974.6	8468505.5	7019920.4	6538721.0	6572252.37	6538525.0	7574086.94	7585007.8	6710609.4	7092612.88	6919983.1	6170607.11	7057881.99	5987419.06	7043761.36	7191880.88	6858904.47	10607427.4	9294963.8	10197978.5
L-Methionine	76466574.0	98210930.0	75813075.0	74772465.0	85273155.0	74132463.6	84180900.0	90471641.74	89056520.0	92155250.0	86292088.0	99725242.0	108042609.85	113548362.0	110489453.13	192678201.58	120518830.0	128462760.63	96687794.0	103614842.0	111899581.0	76941840.0	78034873.0	92459911.0	76139981.0	89509708.07	129726210.0	72380379.0	82555630.2	96197924.48	128915035.19	121992240.0	139464579.0	173683044.36	157822002.0	164348248.0	111587598.63	114078421.0	116429022.98	106631524.0	116206328.88	116079367.0	102273843.0	107742189.47	127967687.63	106666686.52	115161782.0	112673440.8	120496351.0	127449040.35	124908016.34	125162721.39	126596400.96	131638540.0	118910530.38	116251351.31	117437514.17	123731256.0	117325303.0	119894068.0	118888460.0	123486618.0	121237023.95	111160836.0	114205798.0	112236287.0	125051747.62	120149632.0	120872452.0	127181786.44	124175220.4	121414877.49
L-Phenylalanine	376890068.6	595385373.0	375123497.9	356630305.0	437818838.0	354116245.1	428736221.3	450994124.0	445517014.0	437586518.0	400583806.0	486046638.0	492913164.0	531597894.0	505961041.0	863444918.0	514006660.0	535546973.0	480363010.0	531846338.0	573217457.0	384687172.6	371433338.5	468856667.0	354136588.5	423904456.0	632539545.0	332301733.9	401455410.0	420748310.0	595588966.0	554510333.0	630615214.0	856774400.0	742646944.0	751068404.0	643753729.0	656696333.0	696285254.0	602900472.0	665937741.0	670610235.0	614278379.0	612816957.0	719608162.0	641716213.0	700023088.0	697050723.0	706201758.0	723398796.0	756029903.0	730751792.0	723570898.0	769223920.0	692547964.0	672667792.0	684068445.0	723892316.0	680839604.0	705451818.0	721504656.0	712644661.0	725258958.0	704796538.0	694904087.0	702912709.0	709990920.0	713449979.0	692194499.0	754961816.0	732817114.0	736047053.0
Glycine	49810444.5	42707677.0	47599909.6	56520310.2	47010209.1	70899054.0	47833883.4	56536431.1	56408126.8	58020845.1	57492550.5	57108636.0	63037602.3	62081209.0	67601812.0	92896208.0	76783424.0	76658659.0	53234262.0	52224317.1	47236472.4	45066423.8	55679612.0	49214415.9	50025156.6	54264312.0	57629727.4	47776427.9	46246844.4	56930503.4	63583862.2	67047558.0	66783257.0	66266085.0	82980949.0	78944040.0	23883070.3	23329218.4	23831282.1	21889794.4	23261295.2	24800885.3	22451154.7	21952914.8	24144279.7	23251365.6	24808512.9	24654366.4	24014317.7	25026922.4	24057529.2	26263743.9	26461167.4	26743763.1	38568824.7	23933335.1	23817571.2	24716634.0	24388307.9	24551564.9	24341574.0	25034455.2	25351897.5	24012112.5	24716686.8	24238653.1	25420100.5	25737117.5	24750328.5	26607853.2	25944058.0	27409175.2
L-Alanine	22649011.0	16409327.1	22888254.5	24717698.7	21784853.7	23319151.5	21944704.0	30029221.6	30622743.6	25020286.9	27746195.6	25395004.5	25174123.7	25820795.6	28049900.7	28011479.8	24729781.5	20336354.1	25229009.9	22911470.49	19337176.5	20459063.6	21919664.1	20684320.4	24961770.3	27329069.5	26403506.2	22168585.4	20349378.47	24195318.7	25183319.2	26837346.9	25671179.2	17416916.57	22089872.3	21523301.7	2324686.07	2477711.03	3273362.46	2314779.73	2504737.96	2381249.96	2085398.04	2596945.77	2371967.29	2399973.62	2266782.62	2368250.3	2575765.6	2448754.22	2429918.37	3125196.97	2980063.08	2875161.38	2711285.92	2540155.07	2559385.14	2527599.84	2896367.49	2631247.66	2707425.2	3058673.43	2931490.55	2310809.57	2237836.44	2381780.97	2671689.3	2665733.79	2984499.73	2891605.18	2725809.8	3155771.68
L-Histidine	25614396.4	31206054.0	24365780.8	26318166.5	25807239.2	26456257.2	25631133.9	24417951.2	23333253.9	24467522.1	24729724.9	23177144.0	33199840.0	30739980.0	30682070.0	38954595.0	33608920.0	32943676.0	31622021.0	29272457.0	28426182.0	25511493.5	27777863.9	32433860.0	22793324.6	23684545.6	29946278.0	18272171.8	23392208.2	25318212.8	34941574.0	33785682.0	35548219.0	44512411.0	46720718.0	42173778.0	67121634.0	68591524.0	69275844.0	64951664.0	66109240.0	67337323.0	64404237.0	62671441.0	69628886.0	64374704.0	68967498.0	65125829.0	68721422.0	70772197.0	70891468.0	71730019.0	71075334.0	74501930.0	65927478.0	67941900.0	67663687.0	70281184.0	69218408.0	67696080.0	68954189.0	70591238.0	71627924.0	68749769.0	68883162.0	68691537.0	71682790.0	71248866.0	71460635.0	75258975.0	71782851.0	74333815.0
L-Proline	13390973.87	13445533.0	10053159.0	18345922.29	14892684.7	13574122.2	14324740.18	17726965.79	20601318.18	18612595.71	19445506.47	20558858.86	20833313.35	17748740.11	23687846.98	34511840.6	30501080.73	32874323.8	14283418.0	16327047.0	10879233.0	13316711.7	16515950.62	19006179.6	16112518.32	17525963.3	19841087.91	17709118.59	13371105.35	21581437.1	20225966.3	22758870.46	22838507.01	22389620.79	27424377.72	26875543.0	10225388.0	10401717.8	10664781.2	10508850.0	11990310.5	10504407.2	9332286.5	8037044.5	13122306.8	7847117.0	11592112.5	12656538.8	11970007.0	8672186.0	9358698.5	12618360.5	13294337.8	13716657.5	10944300.5	10758271.0	13926902.5	12347588.0	13281827.0	10640208.2	13059967.0	13701414.8	15806199.0	11753594.2	12538730.8	12410159.2	12445663.5	10947206.8	11248734.34	9041198.1	18077954.3	15696062.19
L-Serine	55021039.0	58821628.0	52053644.0	62576680.0	62215073.0	66144556.0	64012264.0	64701186.0	65060797.0	69883657.0	68660534.0	71566036.0	86524372.0	87011536.0	87020522.0	115937274.0	88913410.0	101465743.0	63397107.0	67781014.0	67335152.0	61189479.0	62157909.0	71619234.0	58280655.0	64369658.0	80383164.0	58502332.0	60681102.0	72635455.0	92382484.0	89156663.0	96952648.0	101622475.0	108426506.0	110628028.0	88847214.0	89576384.0	93005312.42	77975144.0	86578464.0	87702773.93	83964394.0	80870066.0	92405667.0	83905513.0	90557675.0	89257839.0	89453284.0	92352490.0	91719782.0	84717044.0	83788133.0	90314184.21	90857363.0	88039938.0	91032414.04	96563053.62	91879998.0	92671218.0	93591116.0	97047288.0	94147757.0	94640851.0	92980176.0	92067262.0	94663736.0	92968663.0	96287225.0	92117087.0	88364299.0	95141035.0
L-Tryptophan	7028810.9	10505013.4	6388878.0	7065378.3	6836952.0	7350611.4	8591927.2	6099054.9	7043356.5	6858808.1	7965733.9	6617506.3	8926054.1	6918932.4	7312021.8	8329223.9	8971040.2	8852126.7	8316050.6	8154193.6	6738405.8	7044899.9	8820139.3	9890052.8	7348378.6	6234285.49	7106641.8	5246540.2	6617927.4	7806137.7	9290817.9	7760508.9	8160735.0	11612804.4	12956636.8	10360058.8	24533810.0	25054302.0	22909352.0	20868763.0	22220041.0	22236603.0	24279068.0	20023956.0	23765251.0	23145335.0	25867560.0	27123160.0	23202510.0	22663988.0	24122530.0	24395929.0	24496865.0	23498347.0	23449673.0	21764647.0	23280553.0	22983710.0	21899630.0	22428536.0	21409864.0	22558447.0	23657441.0	22652894.0	24201043.0	22873427.0	22019432.0	20908830.0	21350804.0	23128978.0	23949561.0	25765295.0
L-Valine	312654463.0	365132601.48	310012951.3	304532942.91	368726560.53	305364933.11	378353555.7	372283082.1	368282363.9	375232668.0	343968209.9	390264179.3	393287831.91	422755950.0	400832844.4	607222916.5	394674001.3	408093493.0	389379660.0	432290095.5	463746003.1	329091731.38	322403331.2	397349273.2	314215862.45	363223524.8	527780123.0	289886798.63	349998692.1	369350797.0	478453336.3	440824882.1	514338412.5	639718855.2	553946070.3	569880947.4	582679195.1	584444708.3	615018336.4	565481172.8	603555744.2	599076855.8	551357159.9	562592758.9	647597964.2	585415448.2	620193447.5	611457586.3	619478419.7	644506111.9	626309431.5	644393119.8	647997726.9	675979176.5	612022926.0	608815730.8	619447826.1	637780162.6	612326355.4	621536145.9	616908204.7	626557384.3	622025016.58	610398084.1	615460074.2	619304751.1	640407359.3	614200229.0	624294571.5	643157450.6	627757133.3	631799168.7
L-Arginine	16442426.6	22854539.3	14388739.8	15803457.7	16703221.0	16938360.1	20469035.5	16060503.5	16426155.8	18087079.3	17518647.2	16382640.7	22901086.6	19845756.3	20356313.6	22386708.7	20449617.6	21676023.5	20769951.5	20941347.5	19255685.2	16639616.9	18693957.0	25297017.0	16752801.3	16915453.2	20498062.2	12809501.1	17355143.3	18402165.9	24498131.1	20447856.3	23350084.1	31383533.0	30500387.0	26137794.1	84626434.0	84484694.0	87191500.0	81257022.0	86245132.0	85714232.0	82206368.0	80084412.0	87211809.0	83408656.0	83855096.0	82571842.0	86641249.0	86882784.0	86903362.0	86947448.0	87311063.0	88002706.0	84191213.0	84213740.0	82485251.0	83462000.0	82762812.0	82154281.0	82574649.0	82866486.0	82949954.0	82497796.0	83629208.0	84266252.0	82967762.0	84035328.0	81295004.0	83234464.0	81808476.0	83776788.0
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3617749.87	3435790.2	3279901.2	2806808.06	3135146.4	3091624.87	2756887.13	2910381.68	3400968.55	2966979.42	3528623.46	3372777.56	3277625.0	3493841.6	3466305.5	4228403.8	4066468.0	3422219.3	3513705.7	3293797.9	3193591.3	3413033.6	3493789.4	3540365.49	3311566.8	3892175.2	3742585.61	3262869.5	3519631.2	3055583.99	3643395.45	3770870.5	3534957.41	4020027.07	3647923.6	4558513.0
L-Threonine	245982311.11	247142512.46	241500632.01	250147103.38	248520856.77	246976707.14	242452245.1	263501444.85	264984048.53	268103645.2	270722915.86	280087631.58	321278684.35	323527403.17	328486535.04	504252460.29	384122174.52	405266372.2	285784124.23	292191827.23	284107199.79	237215595.59	248621638.08	271537922.23	229447619.57	253253915.51	311146860.57	219573932.39	235915355.74	273595421.96	345005924.14	344494481.55	368048334.03	418786906.52	458976576.83	451843573.0	288422799.6	281046878.8	287051657.92	264517605.95	282612255.1	285819872.7	263723502.7	265459176.0	295983990.26	272909839.56	295401792.64	295682740.83	285555405.15	296415754.1	298273072.47	298214220.91	298462429.8	318361191.9	290546535.25	286439008.4	290064905.92	296900636.9	290067485.6	297366949.89	299609941.1	291060569.6	289859883.78	289907205.36	297512487.5	291015153.58	297676903.72	295430226.67	290136953.69	310001577.8	291010451.2	316879862.4
L-Lysine	19165496.5	29471623.4	17204894.0	18981397.16	20557328.41	21148353.5	26860225.0	19486771.0	20734474.4	21865658.9	21876933.5	21121941.8	28543589.9	25127399.4	24726805.3	28833669.3	25595839.9	26606920.0	24792410.1	24887241.8	24750845.2	20456068.2	23593851.6	30603991.3	21788005.57	20743449.5	25984608.5	15435487.5	22292712.5	22146786.0	30772780.6	26666101.8	29027406.9	41654884.0	40367744.0	33244031.4	119302046.0	122886832.0	127421434.0	120841061.0	124253320.0	123177094.0	117582718.0	117709502.38	126654476.0	120287632.0	120723000.0	119223931.0	125467213.74	127266006.0	127154898.0	127822750.0	125298386.0	128619064.0	121603236.88	120863076.0	120653048.0	121984609.13	118770396.0	119452329.0	120443162.0	118992586.0	120252754.0	120770372.0	122085693.0	121674290.0	120428234.0	120580515.0	120960713.0	120835466.0	119718732.0	121650481.0
Ile_Leu	1095487649.0	1752179215.0	1068224445.0	1028363546.0	1320955124.0	1038375972.0	1309578189.0	1359810041.0	1300060908.0	1303620489.0	1206242706.0	1416906006.0	1416047374.0	1511848943.0	1461425014.0	2359069766.0	1426256544.0	1471886586.0	1374402679.0	1555688329.0	1753549266.0	1142386627.0	1100617140.0	1413488807.0	1072056316.0	1276849436.0	1894479123.0	961330175.0	1210573143.0	1260199433.0	1760348152.0	1602713744.0	1872559157.0	2498325646.0	2137315264.0	2158926640.0	2121652817.0	2213229396.0	2321134538.0	2017575489.0	2161373994.0	2221540964.0	2046957086.0	2033604960.0	2430984755.0	2156945470.0	2319014054.0	2321561041.0	2364111194.0	2380146151.0	2496773912.0	2328352604.0	2346826938.0	2513947829.0	2321936936.0	2220927130.0	2281602006.0	2392608280.0	2253203047.0	2320425643.0	2399699104.0	2349679362.0	2370834690.0	2340515606.0	2327804840.0	2319551482.0	2372527921.0	2335570654.0	2283901785.0	2456699991.0	2364110650.0	2439241129.0
L-Aspartic_acid	112219898.2	115742348.19	113227218.23	55777135.6	46407567.6	47148854.7	30074942.7	45461080.2	46966805.3	39287256.1	38067684.7	45070154.0	50314716.0	51024506.0	53143933.0	74497780.0	54360439.0	46678259.0	90793752.67	85908865.33	78073187.8	33359089.0	39486948.2	38729090.3	27983602.2	36223143.9	41287317.8	24262330.5	23431940.5	29629906.9	43301609.0	46709294.0	45651520.0	38203021.0	42677361.0	46724636.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine	330361672.0	471927637.0	323934663.4	319272707.5	380722762.9	313735332.2	359039714.3	384139846.4	371873121.5	378624172.0	345339730.9	409767250.8	422190408.7	451684062.0	439317481.0	726301229.0	447201309.0	456977261.0	402751281.4	451042651.0	492447194.0	334810488.9	325407681.0	400002152.0	302209623.6	362234612.0	533271910.0	280437748.9	337046313.4	364879084.4	509108835.0	471351715.0	544977826.0	706680663.0	612636087.0	635502575.0	532113611.0	547731755.0	562064332.0	497199864.0	542044261.0	546532905.0	494911983.0	504090449.0	603424513.0	515112832.0	558064601.0	554200397.0	568483936.0	594447688.0	593819006.0	590665228.0	594570532.0	624995326.0	559987170.0	538109172.0	560564710.0	581992724.0	550642580.0	566180679.0	574246078.0	580179901.0	582044424.0	549932024.0	555679773.0	549787024.0	592410370.0	571276547.0	569989024.0	608615256.0	594001198.0	596486074.0
